route_id,obs_len,rank,neighbor_route_id,probability,cos_dist,ade_raw_m,fde_raw_m,ade_snapped_m,fde_snapped_m,corridor_dist_raw_m,corridor_dist_snapped_m,is_top1
G003,12,6,C003,0.041301,0.156695,51.6283,130.3039,51.7756,130.3039,0.7109,0.0,0
G003,16,1,G007,0.468661,0.017797,56.2685,130.3039,56.3187,130.3039,0.5321,0.0,1
G003,16,2,G009,0.196879,0.061162,6.3146,1.1024,6.4232,1.1024,0.4432,0.0,0
G003,16,3,C013,0.099984,0.09504,52.3075,130.3039,52.4001,130.3039,0.4728,0.0,0
G003,16,4,G015,0.094182,0.09803,60.3037,120.1833,60.1909,120.1833,0.432,0.0,0
G003,16,5,C012,0.094014,0.098119,8.7065,0.0,8.9808,0.0,0.3779,0.0,0
G003,16,6,C003,0.04628,0.133556,51.6283,130.3039,51.7756,130.3039,0.7109,0.0,0
G003,20,1,G007,0.409762,0.03685,56.2685,130.3039,56.3187,130.3039,0.5321,0.0,1
G003,20,2,G009,0.253127,0.060934,6.3146,1.1024,6.4232,1.1024,0.4432,0.0,0
G003,20,3,C012,0.12435,0.096474,8.7065,0.0,8.9808,0.0,0.3779,0.0,0
G003,20,4,C013,0.110966,0.102168,52.3075,130.3039,52.4001,130.3039,0.4728,0.0,0
G003,20,5,G015,0.066616,0.127682,60.3037,120.1833,60.1909,120.1833,0.432,0.0,0
G003,20,6,C003,0.035178,0.159608,51.6283,130.3039,51.7756,130.3039,0.7109,0.0,0
G004,12,1,G007,0.237751,0.184035,97.8572,145.086,97.8626,145.086,0.5321,0.0,1
G004,12,2,G009,0.194133,0.194169,55.9545,65.8731,55.8107,65.8731,0.4432,0.0,0
G004,12,3,C015,0.17202,0.200216,94.9298,123.2109,95.0638,123.2109,0.3547,0.0,0
G004,12,4,C013,0.161908,0.203245,91.6557,145.086,91.7417,145.086,0.4728,0.0,0
G004,12,5,C007,0.121253,0.217702,34.646,0.0,34.6288,0.0,0.1337,0.0,0
G004,12,6,C012,0.112936,0.221255,58.0591,64.7807,58.1695,64.7807,0.3779,0.0,0
G004,16,1,G007,0.241739,0.17466,97.8572,145.086,97.8626,145.086,0.5321,0.0,1
G004,16,2,G009,0.185001,0.188034,55.9545,65.8731,55.8107,65.8731,0.4432,0.0,0
G004,16,3,C015,0.176345,0.19043,94.9298,123.2109,95.0638,123.2109,0.3547,0.0,0
G004,16,4,C013,0.162389,0.194553,91.6557,145.086,91.7417,145.086,0.4728,0.0,0
G004,16,5,C007,0.11859,0.210269,34.646,0.0,34.6288,0.0,0.1337,0.0,0
G004,16,6,C012,0.115936,0.211401,58.0591,64.7807,58.1695,64.7807,0.3779,0.0,0
G004,20,1,G007,0.253405,0.167754,97.8572,145.086,97.8626,145.086,0.5321,0.0,1
G004,20,2,G009,0.204202,0.178548,55.9545,65.8731,55.8107,65.8731,0.4432,0.0,0
G004,20,3,C013,0.165269,0.189125,91.6557,145.086,91.7417,145.086,0.4728,0.0,0
G004,20,4,C015,0.154426,0.192518,94.9298,123.2109,95.0638,123.2109,0.3547,0.0,0
G004,20,5,C012,0.116886,0.206444,58.0591,64.7807,58.1695,64.7807,0.3779,0.0,0
G004,20,6,C005,0.105813,0.21142,94.8526,123.2109,94.8277,123.2109,0.6181,0.0,0
G005,12,1,C022,0.228428,0.051652,47.0744,87.5207,47.1473,87.5207,0.154,0.0,1
G005,12,2,C023,0.209423,0.055995,57.7739,123.1447,57.8742,123.1447,0.3657,0.0,0
G005,12,3,G020,0.205263,0.056998,18.3084,27.5241,18.3403,27.5241,0.0631,0.0,0
G005,12,4,C017,0.124232,0.082105,70.9869,85.6628,71.0589,85.6628,0.4273,0.0,0
G005,12,5,C020,0.120958,0.083441,85.3014,130.9996,85.3484,130.9996,0.4011,0.0,0
G005,12,6,C018,0.111696,0.087424,85.7159,155.2398,85.7705,155.2398,0.4193,0.0,0
G005,16,1,C022,0.215646,0.053539,47.0744,87.5207,47.1473,87.5207,0.154,0.0,1
G005,16,2,G020,0.211603,0.054485,18.3084,27.5241,18.3403,27.5241,0.0631,0.0,0
G005,16,3,C023,0.194698,0.058648,57.7739,123.1447,57.8742,123.1447,0.3657,0.0,0
G005,16,4,C017,0.131179,0.078392,70.9869,85.6628,71.0589,85.6628,0.4273,0.0,0
G005,16,5,C020,0.12805,0.079599,85.3014,130.9996,85.3484,130.9996,0.4011,0.0,0
G005,16,6,C018,0.118824,0.083338,85.7159,155.2398,85.7705,155.2398,0.4193,0.0,0
G005,20,1,G020,0.221438,0.053217,18.3084,27.5241,18.3403,27.5241,0.0631,0.0,1
G005,20,2,C022,0.205934,0.056846,47.0744,87.5207,47.1473,87.5207,0.154,0.0,0
G005,20,3,C023,0.19044,0.060757,57.7739,123.1447,57.8742,123.1447,0.3657,0.0,0
G005,20,4,C017,0.133578,0.07849,70.9869,85.6628,71.0589,85.6628,0.4273,0.0,0
G005,20,5,C020,0.129286,0.080123,85.3014,130.9996,85.3484,130.9996,0.4011,0.0,0
G005,20,6,C018,0.119323,0.084132,85.7159,155.2398,85.7705,155.2398,0.4193,0.0,0
G006,12,1,C007,0.25728,0.05075,50.6968,133.3524,50.7237,133.3524,0.1337,0.0,1
G006,12,2,G010,0.188532,0.066295,102.55,102.9472,102.7069,102.9472,0.276,0.0,0
G006,12,3,G013,0.14611,0.07904,81.7487,58.436,81.8216,58.436,0.22,0.0,0
G006,12,4,C016,0.144175,0.079707,83.3336,123.0334,83.3052,123.0334,0.0631,0.0,0
G006,12,5,C021,0.133756,0.083457,74.7088,123.0334,74.6175,123.0334,0.1784,0.0,0
G006,12,6,C013,0.130147,0.084825,52.6782,12.242,52.7835,12.242,0.4728,0.0,0
G006,16,1,C007,0.260443,0.048689,50.6968,133.3524,50.7237,133.3524,0.1337,0.0,1
G006,16,2,G010,0.189154,0.06468,102.55,102.9472,102.7069,102.9472,0.276,0.0,0
G006,16,3,G013,0.148097,0.076915,81.7487,58.436,81.8216,58.436,0.22,0.0,0
G006,16,4,C016,0.135983,0.081182,83.3336,123.0334,83.3052,123.0334,0.0631,0.0,0
G006,16,5,C019,0.134284,0.08181,102.2699,102.9472,102.1035,102.9472,0.2666,0.0,0
G006,16,6,C021,0.132039,0.082653,74.7088,123.0334,74.6175,123.0334,0.1784,0.0,0
G006,20,1,C007,0.250139,0.04636,50.6968,133.3524,50.7237,133.3524,0.1337,0.0,1
G006,20,2,G010,0.187715,0.060715,102.55,102.9472,102.7069,102.9472,0.276,0.0,0
G006,20,3,C012,0.142307,0.074562,58.9641,118.2945,59.1103,118.2945,0.3779,0.0,0
G006,20,4,G013,0.142163,0.074613,81.7487,58.436,81.8216,58.436,0.22,0.0,0
G006,20,5,C019,0.139873,0.075425,102.2699,102.9472,102.1035,102.9472,0.2666,0.0,0
G006,20,6,C013,0.137802,0.07617,52.6782,12.242,52.7835,12.242,0.4728,0.0,0
G007,12,1,G003,0.217622,0.054397,56.2685,130.3039,56.1277,130.3039,0.4767,0.0,1
G007,12,2,G009,0.209912,0.0562,58.4194,130.1676,58.4468,130.1676,0.4432,0.0,0
G007,12,3,C013,0.174502,0.065438,8.8096,0.0,8.7936,0.0,0.4728,0.0,0
G007,12,4,G015,0.173456,0.065739,9.062,28.8847,8.95,28.8847,0.432,0.0,0
G007,12,5,C012,0.146263,0.074264,53.3742,130.3039,53.2748,130.3039,0.3779,0.0,0
G007,12,6,C016,0.078244,0.105543,65.5474,133.5319,65.539,133.5319,0.0631,0.0,0
G007,16,1,G003,0.232743,0.048741,56.2685,130.3039,56.1277,130.3039,0.4767,0.0,1
G007,16,2,G009,0.223606,0.050743,58.4194,130.1676,58.4468,130.1676,0.4432,0.0,0
G007,16,3,C013,0.170236,0.064378,8.8096,0.0,8.7936,0.0,0.4728,0.0,0
G007,16,4,C012,0.150973,0.070382,53.3742,130.3039,53.2748,130.3039,0.3779,0.0,0
G007,16,5,G015,0.150113,0.070668,9.062,28.8847,8.95,28.8847,0.432,0.0,0
G007,16,6,C016,0.072328,0.107177,65.5474,133.5319,65.539,133.5319,0.0631,0.0,0
G007,20,1,G003,0.25222,0.03685,56.2685,130.3039,56.1277,130.3039,0.4767,0.0,1
G007,20,2,G009,0.228918,0.041697,58.4194,130.1676,58.4468,130.1676,0.4432,0.0,0
G007,20,3,C013,0.166428,0.057637,8.8096,0.0,8.7936,0.0,0.4728,0.0,0
G007,20,4,C012,0.152972,0.061852,53.3742,130.3039,53.2748,130.3039,0.3779,0.0,0
G007,20,5,G015,0.136978,0.067374,9.062,28.8847,8.95,28.8847,0.432,0.0,0
G007,20,6,C003,0.062484,0.106619,8.1315,0.0,8.2049,0.0,0.7109,0.0,0
G008,12,1,G016,0.172974,0.081151,64.3391,121.0612,64.3474,121.0612,0.2339,0.0,1
G008,12,2,C025,0.172151,0.081389,92.5283,108.9048,92.559,108.9048,0.2475,0.0,0
G008,12,3,G012,0.16853,0.082452,48.9464,93.901,48.9785,93.901,0.2604,0.0,0
G008,12,4,G014,0.164728,0.083593,92.2508,108.9048,92.1817,108.9048,0.2862,0.0,0
G008,12,5,C009,0.161984,0.084433,92.5044,108.9048,92.5441,108.9048,0.2481,0.0,0
G008,12,6,C024,0.159633,0.085164,73.4618,58.5469,73.5857,58.5469,0.3372,0.0,0
G008,16,1,G016,0.193471,0.069512,64.3391,121.0612,64.3474,121.0612,0.2339,0.0,1
G008,16,2,G012,0.175482,0.074391,48.9464,93.901,48.9785,93.901,0.2604,0.0,0
G008,16,3,C025,0.163531,0.077918,92.5283,108.9048,92.559,108.9048,0.2475,0.0,0
G008,16,4,G014,0.16062,0.078816,92.2508,108.9048,92.1817,108.9048,0.2862,0.0,0
G008,16,5,C009,0.158059,0.07962,92.5044,108.9048,92.5441,108.9048,0.2481,0.0,0
G008,16,6,C014,0.148837,0.082625,74.0794,58.5469,74.144,58.5469,0.326,0.0,0
G008,20,1,C025,0.173063,0.065565,92.5283,108.9048,92.559,108.9048,0.2475,0.0,1
G008,20,2,G014,0.170489,0.066314,92.2508,108.9048,92.1817,108.9048,0.2862,0.0,0
G008,20,3,C009,0.169211,0.066691,92.5044,108.9048,92.5441,108.9048,0.2481,0.0,0
G008,20,4,G016,0.168555,0.066885,64.3391,121.0612,64.3474,121.0612,0.2339,0.0,0
G008,20,5,G012,0.164005,0.068253,48.9464,93.901,48.9785,93.901,0.2604,0.0,0
G008,20,6,C027,0.154676,0.071181,80.7685,77.434,80.794,77.434,0.2507,0.0,0
G009,12,1,C012,0.279079,0.038512,7.373,1.1024,7.6283,1.1024,0.3779,0.0,1
G009,12,2,C013,0.260589,0.041939,51.1498,130.1676,51.2531,130.1676,0.4728,0.0,0
G009,12,3,G007,0.196794,0.055979,58.4194,130.1676,58.4061,130.1676,0.5321,0.0,0
G009,12,4,G003,0.13317,0.075505,6.3146,1.1024,6.5067,1.1024,0.4767,0.0,0
G009,12,5,C016,0.078418,0.101984,54.992,91.7753,54.9722,91.7753,0.0631,0.0,0
G009,12,6,G015,0.05195,0.122572,60.8317,120.2857,60.7175,120.2857,0.432,0.0,0
G009,16,1,C012,0.286264,0.036029,7.373,1.1024,7.6283,1.1024,0.3779,0.0,1
G009,16,2,C013,0.261139,0.040622,51.1498,130.1676,51.2531,130.1676,0.4728,0.0,0
G009,16,3,G007,0.201454,0.053597,58.4194,130.1676,58.4061,130.1676,0.5321,0.0,0
G009,16,4,G003,0.128667,0.076014,6.3146,1.1024,6.5067,1.1024,0.4767,0.0,0
G009,16,5,C016,0.073483,0.104022,54.992,91.7753,54.9722,91.7753,0.0631,0.0,0
G009,16,6,G015,0.048993,0.124291,60.8317,120.2857,60.7175,120.2857,0.432,0.0,0
G009,20,1,C012,0.283739,0.024324,7.373,1.1024,7.6283,1.1024,0.3779,0.0,1
G009,20,2,C013,0.258182,0.029044,51.1498,130.1676,51.2531,130.1676,0.4728,0.0,0
G009,20,3,G007,0.200458,0.041697,58.4194,130.1676,58.4061,130.1676,0.5321,0.0,0
G009,20,4,G003,0.136436,0.060934,6.3146,1.1024,6.5067,1.1024,0.4767,0.0,0
G009,20,5,C016,0.063533,0.099149,54.992,91.7753,54.9722,91.7753,0.0631,0.0,0
G009,20,6,G015,0.057653,0.104005,60.8317,120.2857,60.7175,120.2857,0.432,0.0,0
G010,12,1,G013,0.224015,0.044962,88.3138,86.1626,88.5049,86.1626,0.22,0.0,1
G010,12,2,G006,0.210382,0.048101,102.55,102.9472,102.4507,102.9472,0.3709,0.0,0
G010,12,3,C019,0.172368,0.058066,0.7123,0.0,0.8792,0.0,0.2666,0.0,0
G010,12,4,C021,0.148268,0.065596,49.6602,29.9471,49.7306,29.9471,0.1784,0.0,0
G010,12,5,C007,0.13759,0.069334,113.602,61.5668,113.63,61.5668,0.1337,0.0,0
G010,12,6,C022,0.107377,0.08173,93.39,105.2577,93.4532,105.2577,0.154,0.0,0
G010,16,1,C021,0.203895,0.04689,49.6602,29.9471,49.7306,29.9471,0.1784,0.0,1
G010,16,2,G013,0.196765,0.04867,88.3138,86.1626,88.5049,86.1626,0.22,0.0,0
G010,16,3,C019,0.171801,0.055454,0.7123,0.0,0.8792,0.0,0.2666,0.0,0
G010,16,4,G006,0.171595,0.055514,102.55,102.9472,102.4507,102.9472,0.3709,0.0,0
G010,16,5,C018,0.131178,0.068943,72.8473,112.115,72.933,112.115,0.4193,0.0,0
G010,16,6,C022,0.124767,0.071448,93.39,105.2577,93.4532,105.2577,0.154,0.0,0
G010,20,1,C021,0.226113,0.040108,49.6602,29.9471,49.7306,29.9471,0.1784,0.0,1
G010,20,2,C019,0.171143,0.054035,0.7123,0.0,0.8792,0.0,0.2666,0.0,0
G010,20,3,G013,0.167496,0.055112,88.3138,86.1626,88.5049,86.1626,0.22,0.0,0
G010,20,4,G006,0.14974,0.060715,102.55,102.9472,102.4507,102.9472,0.3709,0.0,0
G010,20,5,C018,0.148189,0.061236,72.8473,112.115,72.933,112.115,0.4193,0.0,0
G010,20,6,C020,0.137319,0.065045,67.7948,84.278,67.8195,84.278,0.4011,0.0,0
G011,12,1,C017,0.281938,0.025665,34.5183,103.4633,34.5597,103.4633,0.4273,0.0,1
G011,12,2,C020,0.225807,0.036765,38.9466,82.3048,38.974,82.3048,0.4011,0.0,0
G011,12,3,C018,0.193535,0.044476,38.6838,110.147,38.691,110.147,0.4193,0.0,0
G011,12,4,C023,0.112942,0.071405,75.8695,69.4476,76.1032,69.4476,0.3657,0.0,0
G011,12,5,C021,0.097816,0.078595,20.9664,31.3667,20.8943,31.3667,0.1784,0.0,0
G011,12,6,G005,0.087962,0.083903,51.4959,58.8487,51.4393,58.8487,0.2445,0.0,0
G011,16,1,C017,0.284215,0.019457,34.5183,103.4633,34.5597,103.4633,0.4273,0.0,1
G011,16,2,C020,0.231041,0.029814,38.9466,82.3048,38.974,82.3048,0.4011,0.0,0
G011,16,3,C018,0.200672,0.03686,38.6838,110.147,38.691,110.147,0.4193,0.0,0
G011,16,4,C021,0.104137,0.069658,20.9664,31.3667,20.8943,31.3667,0.1784,0.0,0
G011,16,5,C023,0.103925,0.06976,75.8695,69.4476,76.1032,69.4476,0.3657,0.0,0
G011,16,6,G005,0.07601,0.0854,51.4959,58.8487,51.4393,58.8487,0.2445,0.0,0
G011,20,1,C017,0.285488,0.013847,34.5183,103.4633,34.5597,103.4633,0.4273,0.0,1
G011,20,2,C020,0.235402,0.023493,38.9466,82.3048,38.974,82.3048,0.4011,0.0,0
G011,20,3,C018,0.207286,0.029852,38.6838,110.147,38.691,110.147,0.4193,0.0,0
G011,20,4,C021,0.112145,0.060567,20.9664,31.3667,20.8943,31.3667,0.1784,0.0,0
G011,20,5,C023,0.091859,0.070544,75.8695,69.4476,76.1032,69.4476,0.3657,0.0,0
G011,20,6,G005,0.06782,0.085714,51.4959,58.8487,51.4393,58.8487,0.2445,0.0,0
G012,12,1,C014,0.199793,0.06574,100.6646,82.7082,100.7047,82.7082,0.326,0.0,1
G012,12,2,G008,0.183566,0.069976,48.9464,93.901,48.9854,93.901,0.307,0.0,0
G012,12,3,C027,0.169747,0.073889,104.013,85.2044,104.0539,85.2044,0.2507,0.0,0
G012,12,4,C011,0.155312,0.078333,103.9008,85.2044,103.9068,85.2044,0.2504,0.0,0
G012,12,5,C004,0.153385,0.078957,99.2398,82.7082,99.343,82.7082,0.3677,0.0,0
G012,12,6,C008,0.138196,0.084171,99.0602,82.7082,99.1119,82.7082,0.4079,0.0,0
G012,16,1,C014,0.194544,0.067474,100.6646,82.7082,100.7047,82.7082,0.326,0.0,1
G012,16,2,G008,0.187453,0.069331,48.9464,93.901,48.9854,93.901,0.307,0.0,0
G012,16,3,C027,0.166647,0.075213,104.013,85.2044,104.0539,85.2044,0.2507,0.0,0
G012,16,4,C004,0.157831,0.077931,99.2398,82.7082,99.343,82.7082,0.3677,0.0,0
G012,16,5,C011,0.15309,0.079456,103.9008,85.2044,103.9068,85.2044,0.2504,0.0,0
G012,16,6,C008,0.140434,0.08377,99.0602,82.7082,99.1119,82.7082,0.4079,0.0,0
G012,20,1,G008,0.190229,0.068253,48.9464,93.901,48.9854,93.901,0.307,0.0,1
G012,20,2,C014,0.189051,0.068564,100.6646,82.7082,100.7047,82.7082,0.326,0.0,0
G012,20,3,C027,0.165609,0.075183,104.013,85.2044,104.0539,85.2044,0.2507,0.0,0
G012,20,4,C004,0.160018,0.076901,99.2398,82.7082,99.343,82.7082,0.3677,0.0,0
G012,20,5,C011,0.152479,0.079313,103.9008,85.2044,103.9068,85.2044,0.2504,0.0,0
G012,20,6,C008,0.142614,0.082658,99.0602,82.7082,99.1119,82.7082,0.4079,0.0,0
G013,12,1,G010,0.235646,0.059694,88.3138,86.1626,88.3623,86.1626,0.276,0.0,1
G013,12,2,G017,0.207624,0.066024,45.5282,61.4504,45.6115,61.4504,0.4385,0.0,0
G013,12,3,G006,0.16124,0.078666,81.7487,58.436,81.6501,58.436,0.3709,0.0,0
G013,12,4,C028,0.153119,0.08125,40.8529,59.6724,41.1133,59.6724,0.4235,0.0,0
G013,12,5,C021,0.125754,0.091094,58.2441,92.0212,58.2654,92.0212,0.1784,0.0,0
G013,12,6,G012,0.116616,0.094866,56.1466,3.766,56.0813,3.766,0.2604,0.0,0
G013,16,1,G010,0.239594,0.056432,88.3138,86.1626,88.3623,86.1626,0.276,0.0,1
G013,16,2,G017,0.206915,0.063764,45.5282,61.4504,45.6115,61.4504,0.4385,0.0,0
G013,16,3,G006,0.163181,0.075636,81.7487,58.436,81.6501,58.436,0.3709,0.0,0
G013,16,4,C028,0.155474,0.078056,40.8529,59.6724,41.1133,59.6724,0.4235,0.0,0
G013,16,5,C021,0.128703,0.087504,58.2441,92.0212,58.2654,92.0212,0.1784,0.0,0
G013,16,6,G012,0.106133,0.097145,56.1466,3.766,56.0813,3.766,0.2604,0.0,0
G013,20,1,G010,0.243698,0.055112,88.3138,86.1626,88.3623,86.1626,0.276,0.0,1
G013,20,2,G017,0.202683,0.064326,45.5282,61.4504,45.6115,61.4504,0.4385,0.0,0
G013,20,3,G006,0.164996,0.074613,81.7487,58.436,81.6501,58.436,0.3709,0.0,0
G013,20,4,C028,0.155906,0.077446,40.8529,59.6724,41.1133,59.6724,0.4235,0.0,0
G013,20,5,C021,0.133604,0.085165,58.2441,92.0212,58.2654,92.0212,0.1784,0.0,0
G013,20,6,G012,0.099112,0.100096,56.1466,3.766,56.0813,3.766,0.2604,0.0,0
G014,12,1,C025,0.18779,0.006783,1.153,0.0,1.2214,0.0,0.2475,0.0,1
G014,12,2,C009,0.182566,0.008194,1.0596,0.0,1.1382,0.0,0.2481,0.0,0
G014,12,3,G018,0.18087,0.008661,9.2069,9.9518,9.3668,9.9518,0.3356,0.0,0
G014,12,4,C010,0.16601,0.012947,8.8969,9.9518,9.0211,9.9518,0.2908,0.0,0
G014,12,5,C026,0.165518,0.013096,9.4585,9.9518,9.5383,9.9518,0.2674,0.0,0
G014,12,6,C014,0.117246,0.030336,26.8744,50.4975,26.6653,50.4975,0.326,0.0,0
G014,16,1,C025,0.189149,0.002511,1.153,0.0,1.2214,0.0,0.2475,0.0,1
G014,16,2,C009,0.187425,0.002969,1.0596,0.0,1.1382,0.0,0.2481,0.0,0
G014,16,3,G018,0.180403,0.004878,9.2069,9.9518,9.3668,9.9518,0.3356,0.0,0
G014,16,4,C010,0.164959,0.009353,8.8969,9.9518,9.0211,9.9518,0.2908,0.0,0
G014,16,5,C026,0.161737,0.010339,9.4585,9.9518,9.5383,9.9518,0.2674,0.0,0
G014,16,6,C014,0.116326,0.026818,26.8744,50.4975,26.6653,50.4975,0.326,0.0,0
G014,20,1,C009,0.196501,0.000765,1.0596,0.0,1.1382,0.0,0.2481,0.0,1
G014,20,2,C025,0.193774,0.001464,1.153,0.0,1.2214,0.0,0.2475,0.0,0
G014,20,3,G018,0.17811,0.005678,9.2069,9.9518,9.3668,9.9518,0.3356,0.0,0
G014,20,4,C010,0.161993,0.010421,8.8969,9.9518,9.0211,9.9518,0.2908,0.0,0
G014,20,5,C026,0.155488,0.01247,9.4585,9.9518,9.5383,9.9518,0.2674,0.0,0
G014,20,6,C014,0.114134,0.02793,26.8744,50.4975,26.6653,50.4975,0.326,0.0,0
G015,12,1,C003,0.20813,0.06256,15.4984,28.8847,15.5043,28.8847,0.7109,0.0,1
G015,12,2,C016,0.207845,0.062629,63.7446,107.5821,63.7439,107.5821,0.0631,0.0,0
G015,12,3,G007,0.177111,0.070629,9.062,28.8847,9.0146,28.8847,0.5321,0.0,0
G015,12,4,C013,0.160377,0.075592,15.7804,28.8847,15.7431,28.8847,0.4728,0.0,0
G015,12,5,C005,0.144156,0.080923,5.7305,0.0,5.7732,0.0,0.6181,0.0,0
G015,12,6,C012,0.102381,0.098033,55.9408,120.1833,55.8397,120.1833,0.3779,0.0,0
G015,16,1,C003,0.210956,0.060336,15.4984,28.8847,15.5043,28.8847,0.7109,0.0,1
G015,16,2,C016,0.207233,0.061226,63.7446,107.5821,63.7439,107.5821,0.0631,0.0,0
G015,16,3,C013,0.164886,0.072655,15.7804,28.8847,15.7431,28.8847,0.4728,0.0,0
G015,16,4,G007,0.16334,0.073126,9.062,28.8847,9.0146,28.8847,0.5321,0.0,0
G015,16,5,C005,0.14683,0.078454,5.7305,0.0,5.7732,0.0,0.6181,0.0,0
G015,16,6,C012,0.106755,0.094391,55.9408,120.1833,55.8397,120.1833,0.3779,0.0,0
G015,20,1,C003,0.208413,0.059853,15.4984,28.8847,15.5043,28.8847,0.7109,0.0,1
G015,20,2,C016,0.188575,0.064855,63.7446,107.5821,63.7439,107.5821,0.0631,0.0,0
G015,20,3,G007,0.179309,0.067374,9.062,28.8847,9.0146,28.8847,0.5321,0.0,0
G015,20,4,C013,0.168559,0.070465,15.7804,28.8847,15.7431,28.8847,0.4728,0.0,0
G015,20,5,C005,0.143652,0.07846,5.7305,0.0,5.7732,0.0,0.6181,0.0,0
G015,20,6,C012,0.111492,0.091132,55.9408,120.1833,55.8397,120.1833,0.3779,0.0,0
G016,12,1,G008,0.312982,0.060172,64.3391,121.0612,64.2675,121.0612,0.307,0.0,1
G016,12,2,C028,0.161285,0.093321,83.7059,126.4944,83.9442,126.4944,0.4235,0.0,0
G016,12,3,C014,0.145226,0.098565,52.941,71.3785,52.9989,71.3785,0.326,0.0,0
G016,12,4,C009,0.130586,0.103878,55.8023,43.4278,55.8568,43.4278,0.2481,0.0,0
G016,12,5,G014,0.128644,0.104627,55.7253,43.4278,55.6704,43.4278,0.2862,0.0,0
G016,12,6,C025,0.121276,0.107576,55.7818,43.4278,55.8319,43.4278,0.2475,0.0,0
G016,16,1,G008,0.309478,0.061816,64.3391,121.0612,64.2675,121.0612,0.307,0.0,1
G016,16,2,C028,0.170337,0.091671,83.7059,126.4944,83.9442,126.4944,0.4235,0.0,0
G016,16,3,C014,0.14868,0.09847,52.941,71.3785,52.9989,71.3785,0.326,0.0,0
G016,16,4,C009,0.127352,0.106212,55.8023,43.4278,55.8568,43.4278,0.2481,0.0,0
G016,16,5,G014,0.126492,0.106551,55.7253,43.4278,55.6704,43.4278,0.2862,0.0,0
G016,16,6,C025,0.117661,0.110169,55.7818,43.4278,55.8319,43.4278,0.2475,0.0,0
G016,20,1,G008,0.30294,0.066885,64.3391,121.0612,64.2675,121.0612,0.307,0.0,1
G016,20,2,C028,0.18425,0.091747,83.7059,126.4944,83.9442,126.4944,0.4235,0.0,0
G016,20,3,C014,0.145846,0.103434,52.941,71.3785,52.9989,71.3785,0.326,0.0,0
G016,20,4,C009,0.125605,0.110905,55.8023,43.4278,55.8568,43.4278,0.2481,0.0,0
G016,20,5,G014,0.124664,0.111281,55.7253,43.4278,55.6704,43.4278,0.2862,0.0,0
G016,20,6,G017,0.116694,0.114584,84.474,132.7797,84.36,132.7797,0.4385,0.0,0
G017,12,1,C028,0.377925,0.043647,11.9996,16.5511,12.0808,16.5511,0.4235,0.0,1
G017,12,2,G013,0.253725,0.063569,45.5282,61.4504,45.7061,61.4504,0.22,0.0,0
G017,12,3,G010,0.114564,0.103325,110.8197,118.9309,110.827,118.9309,0.276,0.0,0
G017,12,4,G006,0.105033,0.107668,103.9367,118.8918,103.8803,118.8918,0.3709,0.0,0
G017,12,5,G012,0.07547,0.124195,30.5457,61.1173,30.4264,61.1173,0.2604,0.0,0
G017,12,6,C014,0.073283,0.125665,109.4541,118.9309,109.4148,118.9309,0.326,0.0,0
G017,16,1,C028,0.389315,0.039893,11.9996,16.5511,12.0808,16.5511,0.4235,0.0,1
G017,16,2,G013,0.241759,0.063715,45.5282,61.4504,45.7061,61.4504,0.22,0.0,0
G017,16,3,G010,0.116731,0.100119,110.8197,118.9309,110.827,118.9309,0.276,0.0,0
G017,16,4,G006,0.099182,0.108265,103.9367,118.8918,103.8803,118.8918,0.3709,0.0,0
G017,16,5,G016,0.076819,0.12104,84.474,132.7797,84.6088,132.7797,0.2339,0.0,0
G017,16,6,C019,0.076193,0.121449,110.405,118.9309,110.3733,118.9309,0.2666,0.0,0
G017,20,1,C028,0.395243,0.038793,11.9996,16.5511,12.0808,16.5511,0.4235,0.0,1
G017,20,2,G013,0.237184,0.064326,45.5282,61.4504,45.7061,61.4504,0.22,0.0,0
G017,20,3,G010,0.112428,0.101653,110.8197,118.9309,110.827,118.9309,0.276,0.0,0
G017,20,4,G006,0.094699,0.110233,103.9367,118.8918,103.8803,118.8918,0.3709,0.0,0
G017,20,5,G016,0.086807,0.114584,84.474,132.7797,84.6088,132.7797,0.2339,0.0,0
G017,20,6,C019,0.073639,0.12281,110.405,118.9309,110.3733,118.9309,0.2666,0.0,0
G018,12,1,C026,0.19812,0.00554,0.753,0.0,0.8703,0.0,0.2674,0.0,1
G018,12,2,C010,0.191717,0.007182,0.7783,0.0,0.9426,0.0,0.2908,0.0,0
G018,12,3,C025,0.180427,0.010217,8.0931,9.9518,8.0759,9.9518,0.2475,0.0,0
G018,12,4,C009,0.169191,0.013432,8.1956,9.9518,8.155,9.9518,0.2481,0.0,0
G018,12,5,G014,0.163193,0.015236,9.2069,9.9518,9.3075,9.9518,0.2862,0.0,0
G018,12,6,G019,0.097353,0.041066,19.9238,40.6074,19.8577,40.6074,0.1879,0.0,0
G018,16,1,C026,0.19439,0.002321,0.753,0.0,0.8703,0.0,0.2674,0.0,1
G018,16,2,C010,0.191368,0.003104,0.7783,0.0,0.9426,0.0,0.2908,0.0,0
G018,16,3,C025,0.181961,0.005624,8.0931,9.9518,8.0759,9.9518,0.2475,0.0,0
G018,16,4,C009,0.174057,0.007845,8.1956,9.9518,8.155,9.9518,0.2481,0.0,0
G018,16,5,G014,0.167682,0.00971,9.2069,9.9518,9.3075,9.9518,0.2862,0.0,0
G018,16,6,C014,0.090541,0.040524,34.1243,59.5936,33.9066,59.5936,0.326,0.0,0
