route_id,obs_len,rank,neighbor_route_id,probability,cos_dist,ade_raw_m,fde_raw_m,ade_snapped_m,fde_snapped_m,corridor_dist_raw_m,corridor_dist_snapped_m,is_top1
C015,20,6,C017,0.125968,0.107003,53.0148,120.1833,53.2627,120.1833,0.4273,0.0,0
C016,12,1,C013,0.215907,0.052027,62.8629,133.5319,62.8901,133.5319,0.4728,0.0,1
C016,12,2,C003,0.173405,0.062988,62.9584,133.5319,62.9669,133.5319,0.7109,0.0,0
C016,12,3,C007,0.171396,0.06357,81.2465,35.1754,81.2611,35.1754,0.1337,0.0,0
C016,12,4,C012,0.149729,0.070328,55.2926,90.7794,55.2911,90.7794,0.3779,0.0,0
C016,12,5,G015,0.149471,0.070414,63.7446,107.5821,63.6495,107.5821,0.432,0.0,0
C016,12,6,C005,0.140093,0.073654,61.9183,107.5821,61.8978,107.5821,0.6181,0.0,0
C016,16,1,C013,0.218786,0.049507,62.8629,133.5319,62.8901,133.5319,0.4728,0.0,1
C016,16,2,C007,0.181573,0.058829,81.2465,35.1754,81.2611,35.1754,0.1337,0.0,0
C016,16,3,C003,0.168075,0.062691,62.9584,133.5319,62.9669,133.5319,0.7109,0.0,0
C016,16,4,C012,0.157539,0.065928,55.2926,90.7794,55.2911,90.7794,0.3779,0.0,0
C016,16,5,G015,0.137407,0.072764,63.7446,107.5821,63.6495,107.5821,0.432,0.0,0
C016,16,6,C005,0.136619,0.073052,61.9183,107.5821,61.8978,107.5821,0.6181,0.0,0
C016,20,1,C013,0.223731,0.039778,62.8629,133.5319,62.8901,133.5319,0.4728,0.0,1
C016,20,2,C003,0.171378,0.053107,62.9584,133.5319,62.9669,133.5319,0.7109,0.0,0
C016,20,3,C012,0.169142,0.053764,55.2926,90.7794,55.2911,90.7794,0.3779,0.0,0
C016,20,4,C007,0.161385,0.056111,81.2465,35.1754,81.2611,35.1754,0.1337,0.0,0
C016,20,5,C005,0.138871,0.063623,61.9183,107.5821,61.8978,107.5821,0.6181,0.0,0
C016,20,6,G015,0.135493,0.064855,63.7446,107.5821,63.6495,107.5821,0.432,0.0,0
C017,12,1,C020,0.24337,0.008348,42.792,120.1833,42.898,120.1833,0.4011,0.0,1
C017,12,2,C018,0.229721,0.011234,38.1696,130.3039,38.2504,130.3039,0.4193,0.0,0
C017,12,3,G011,0.208712,0.016029,34.5183,103.4633,34.4654,103.4633,0.1602,0.0,0
C017,12,4,C021,0.150507,0.032376,48.7247,90.7794,48.6457,90.7794,0.1784,0.0,0
C017,12,5,C023,0.085725,0.06052,103.2431,126.0274,103.4842,126.0274,0.3657,0.0,0
C017,12,6,C022,0.081965,0.062762,77.1423,1.8753,77.2037,1.8753,0.154,0.0,0
C017,16,1,C020,0.246964,0.004108,42.792,120.1833,42.898,120.1833,0.4011,0.0,1
C017,16,2,C018,0.23423,0.006755,38.1696,130.3039,38.2504,130.3039,0.4193,0.0,0
C017,16,3,G011,0.206296,0.013104,34.5183,103.4633,34.4654,103.4633,0.1602,0.0,0
C017,16,4,C021,0.155307,0.027299,48.7247,90.7794,48.6457,90.7794,0.1784,0.0,0
C017,16,5,C023,0.081224,0.059709,103.2431,126.0274,103.4842,126.0274,0.3657,0.0,0
C017,16,6,C022,0.075979,0.063047,77.1423,1.8753,77.2037,1.8753,0.154,0.0,0
C017,20,1,C020,0.253071,0.001846,42.792,120.1833,42.898,120.1833,0.4011,0.0,1
C017,20,2,C018,0.242191,0.004043,38.1696,130.3039,38.2504,130.3039,0.4193,0.0,0
C017,20,3,G011,0.19907,0.013847,34.5183,103.4633,34.4654,103.4633,0.1602,0.0,0
C017,20,4,C021,0.166096,0.022902,48.7247,90.7794,48.6457,90.7794,0.1784,0.0,0
C017,20,5,C023,0.072542,0.064322,103.2431,126.0274,103.4842,126.0274,0.3657,0.0,0
C017,20,6,C022,0.06703,0.068273,77.1423,1.8753,77.2037,1.8753,0.154,0.0,0
C018,12,1,C020,0.247956,0.006717,9.4343,28.8847,9.5569,28.8847,0.4011,0.0,1
C018,12,2,C017,0.231677,0.010112,38.1696,130.3039,38.4371,130.3039,0.4273,0.0,0
C018,12,3,C021,0.194509,0.018855,54.6055,133.5319,54.5318,133.5319,0.1784,0.0,0
C018,12,4,G011,0.148626,0.032307,38.6838,110.147,38.6873,110.147,0.1602,0.0,0
C018,12,5,C022,0.095198,0.054581,106.288,130.0776,106.3604,130.0776,0.154,0.0,0
C018,12,6,C023,0.082034,0.062023,86.0789,47.6665,86.3021,47.6665,0.3657,0.0,0
C018,16,1,C020,0.250772,0.002268,9.4343,28.8847,9.5569,28.8847,0.4011,0.0,1
C018,16,2,C017,0.235549,0.0054,38.1696,130.3039,38.4371,130.3039,0.4273,0.0,0
C018,16,3,C021,0.196805,0.014385,54.6055,133.5319,54.5318,133.5319,0.1784,0.0,0
C018,16,4,G011,0.149661,0.028077,38.6838,110.147,38.6873,110.147,0.1602,0.0,0
C018,16,5,C022,0.088111,0.054565,106.288,130.0776,106.3604,130.0776,0.154,0.0,0
C018,16,6,C023,0.079103,0.059958,86.0789,47.6665,86.3021,47.6665,0.3657,0.0,0
C018,20,1,C020,0.255429,0.000534,9.4343,28.8847,9.5569,28.8847,0.4011,0.0,1
C018,20,2,C017,0.238118,0.004043,38.1696,130.3039,38.4371,130.3039,0.4273,0.0,0
C018,20,3,C021,0.21073,0.010153,54.6055,133.5319,54.5318,133.5319,0.1784,0.0,0
C018,20,4,G011,0.142108,0.029852,38.6838,110.147,38.6873,110.147,0.1602,0.0,0
C018,20,5,C022,0.077753,0.060005,106.288,130.0776,106.3604,130.0776,0.154,0.0,0
C018,20,6,G010,0.075862,0.061236,72.8473,112.115,73.0044,112.115,0.276,0.0,0
C019,12,1,G006,0.253673,0.068271,102.2699,102.9472,102.1708,102.9472,0.3709,0.0,1
C019,12,2,G010,0.238614,0.071331,0.7123,0.0,0.8129,0.0,0.276,0.0,0
C019,12,3,C007,0.156257,0.092498,113.3183,61.5668,113.3462,61.5668,0.1337,0.0,0
C019,12,4,C012,0.139802,0.098062,78.4717,103.8458,78.3806,103.8458,0.3779,0.0,0
C019,12,5,C013,0.116203,0.107306,64.8295,112.115,64.7893,112.115,0.4728,0.0,0
C019,12,6,C021,0.095451,0.117142,49.1816,29.9471,49.2521,29.9471,0.1784,0.0,0
C019,16,1,G010,0.276157,0.057918,0.7123,0.0,0.8129,0.0,0.276,0.0,1
C019,16,2,G006,0.213852,0.070702,102.2699,102.9472,102.1708,102.9472,0.3709,0.0,0
C019,16,3,C012,0.140593,0.091673,78.4717,103.8458,78.3806,103.8458,0.3779,0.0,0
C019,16,4,C021,0.130292,0.095478,49.1816,29.9471,49.2521,29.9471,0.1784,0.0,0
C019,16,5,C013,0.122318,0.098635,64.8295,112.115,64.7893,112.115,0.4728,0.0,0
C019,16,6,C007,0.116788,0.100948,113.3183,61.5668,113.3462,61.5668,0.1337,0.0,0
C019,20,1,G010,0.286012,0.054035,0.7123,0.0,0.8129,0.0,0.276,0.0,1
C019,20,2,G006,0.186467,0.075425,102.2699,102.9472,102.1708,102.9472,0.3709,0.0,0
C019,20,3,C021,0.150453,0.086154,49.1816,29.9471,49.2521,29.9471,0.1784,0.0,0
C019,20,4,C012,0.142225,0.088967,78.4717,103.8458,78.3806,103.8458,0.3779,0.0,0
C019,20,5,C013,0.12496,0.095438,64.8295,112.115,64.7893,112.115,0.4728,0.0,0
C019,20,6,C018,0.109883,0.101866,72.5412,112.115,72.6267,112.115,0.4193,0.0,0
C020,12,1,C018,0.240725,0.007451,9.4343,28.8847,9.4945,28.8847,0.4193,0.0,1
C020,12,2,C017,0.237536,0.008117,42.792,120.1833,43.0301,120.1833,0.4273,0.0,0
C020,12,3,C021,0.178034,0.022535,54.0412,107.5821,53.9694,107.5821,0.1784,0.0,0
C020,12,4,G011,0.165056,0.026319,38.9466,82.3048,38.8889,82.3048,0.1602,0.0,0
C020,12,5,C022,0.09298,0.055014,108.3538,120.3635,108.4281,120.3635,0.154,0.0,0
C020,12,6,C023,0.085669,0.059109,83.2882,20.0512,83.5127,20.0512,0.3657,0.0,0
C020,16,1,C018,0.24352,0.00316,9.4343,28.8847,9.4945,28.8847,0.4193,0.0,1
C020,16,2,C017,0.241012,0.003678,42.792,120.1833,43.0301,120.1833,0.4273,0.0,0
C020,16,3,C021,0.180635,0.018096,54.0412,107.5821,53.9694,107.5821,0.1784,0.0,0
C020,16,4,G011,0.165734,0.022401,38.9466,82.3048,38.8889,82.3048,0.1602,0.0,0
C020,16,5,C022,0.086445,0.054945,108.3538,120.3635,108.4281,120.3635,0.154,0.0,0
C020,16,6,C023,0.082654,0.057187,83.2882,20.0512,83.5127,20.0512,0.3657,0.0,0
C020,20,1,C018,0.25165,0.000534,9.4343,28.8847,9.4945,28.8847,0.4193,0.0,1
C020,20,2,C017,0.245133,0.001846,42.792,120.1833,43.0301,120.1833,0.4273,0.0,0
C020,20,3,C021,0.193443,0.013687,54.0412,107.5821,53.9694,107.5821,0.1784,0.0,0
C020,20,4,G011,0.158996,0.023493,38.9466,82.3048,38.8889,82.3048,0.1602,0.0,0
C020,20,5,C022,0.07641,0.060131,108.3538,120.3635,108.4281,120.3635,0.154,0.0,0
C020,20,6,C023,0.074366,0.061486,83.2882,20.0512,83.5127,20.0512,0.3657,0.0,0
C021,12,1,C018,0.234995,0.017777,54.6055,133.5319,54.6625,133.5319,0.4193,0.0,1
C021,12,2,C020,0.218677,0.021375,54.0412,107.5821,54.0706,107.5821,0.4011,0.0,0
C021,12,3,C017,0.179936,0.031125,48.7247,90.7794,48.8655,90.7794,0.4273,0.0,0
C021,12,4,G010,0.147124,0.041191,49.6602,29.9471,49.7582,29.9471,0.276,0.0,0
C021,12,5,C022,0.13108,0.046965,72.7548,92.475,72.8284,92.475,0.154,0.0,0
C021,12,6,G006,0.088189,0.066781,74.7088,123.0334,74.6226,123.0334,0.3709,0.0,0
C021,16,1,C018,0.239872,0.010908,54.6055,133.5319,54.6625,133.5319,0.4193,0.0,1
C021,16,2,C020,0.225352,0.01403,54.0412,107.5821,54.0706,107.5821,0.4011,0.0,0
C021,16,3,C017,0.188689,0.022909,48.7247,90.7794,48.8655,90.7794,0.4273,0.0,0
C021,16,4,G010,0.135074,0.039622,49.6602,29.9471,49.7582,29.9471,0.276,0.0,0
C021,16,5,C022,0.117073,0.046774,72.7548,92.475,72.8284,92.475,0.154,0.0,0
C021,16,6,G011,0.09394,0.057781,20.9664,31.3667,20.9263,31.3667,0.1602,0.0,0
C021,20,1,C018,0.247688,0.010153,54.6055,133.5319,54.6625,133.5319,0.4193,0.0,1
C021,20,2,C020,0.230784,0.013687,54.0412,107.5821,54.0706,107.5821,0.4011,0.0,0
C021,20,3,C017,0.191942,0.022902,48.7247,90.7794,48.8655,90.7794,0.4273,0.0,0
C021,20,4,G010,0.136055,0.040108,49.6602,29.9471,49.7582,29.9471,0.276,0.0,0
C021,20,5,C022,0.103164,0.053945,72.7548,92.475,72.8284,92.475,0.154,0.0,0
C021,20,6,G011,0.090367,0.060567,20.9664,31.3667,20.9263,31.3667,0.1602,0.0,0
C022,12,1,C023,0.234869,0.032481,56.7662,126.4944,56.8429,126.4944,0.3657,0.0,1
C022,12,2,G005,0.174563,0.047318,47.0744,87.5207,47.0968,87.5207,0.2445,0.0,0
C022,12,3,C021,0.166843,0.04958,72.7548,92.475,72.8378,92.475,0.1784,0.0,0
C022,12,4,C018,0.14907,0.055212,106.288,130.0776,106.3872,130.0776,0.4193,0.0,0
C022,12,5,C020,0.148122,0.055531,108.3538,120.3635,108.4264,120.3635,0.4011,0.0,0
C022,12,6,C017,0.126532,0.063408,77.1423,1.8753,77.1558,1.8753,0.4273,0.0,0
C022,16,1,C023,0.29089,0.022681,56.7662,126.4944,56.8429,126.4944,0.3657,0.0,1
C022,16,2,C021,0.160925,0.052281,72.7548,92.475,72.8378,92.475,0.1784,0.0,0
C022,16,3,G005,0.149128,0.056088,47.0744,87.5207,47.0968,87.5207,0.2445,0.0,0
C022,16,4,C018,0.141071,0.058865,106.288,130.0776,106.3872,130.0776,0.4193,0.0,0
C022,16,5,C020,0.139855,0.059298,108.3538,120.3635,108.4264,120.3635,0.4011,0.0,0
C022,16,6,C017,0.118131,0.067738,77.1423,1.8753,77.1558,1.8753,0.4273,0.0,0
C022,20,1,C023,0.307583,0.019715,56.7662,126.4944,56.8429,126.4944,0.3657,0.0,1
C022,20,2,C021,0.155112,0.053945,72.7548,92.475,72.8378,92.475,0.1784,0.0,0
C022,20,3,G005,0.146368,0.056846,47.0744,87.5207,47.0968,87.5207,0.2445,0.0,0
C022,20,4,C018,0.137408,0.060005,106.288,130.0776,106.3872,130.0776,0.4193,0.0,0
C022,20,5,C020,0.137062,0.060131,108.3538,120.3635,108.4264,120.3635,0.4011,0.0,0
C022,20,6,C017,0.116466,0.068273,77.1423,1.8753,77.1558,1.8753,0.4273,0.0,0
C023,12,1,C022,0.270698,0.022142,56.7662,126.4944,56.8195,126.4944,0.154,0.0,1
C023,12,2,G005,0.161954,0.047827,57.7739,123.1447,57.7374,123.1447,0.2445,0.0,0
C023,12,3,G020,0.155974,0.049708,53.5468,97.7455,53.5786,97.7455,0.0631,0.0,0
C023,12,4,C020,0.142044,0.054386,83.2882,20.0512,83.2832,20.0512,0.4011,0.0,0
C023,12,5,C018,0.13613,0.056512,86.0789,47.6665,86.0376,47.6665,0.4193,0.0,0
C023,12,6,C017,0.1332,0.0576,103.2431,126.0274,103.4334,126.0274,0.4273,0.0,0
C023,16,1,C022,0.312161,0.018569,56.7662,126.4944,56.8195,126.4944,0.154,0.0,1
C023,16,2,G020,0.162993,0.051059,53.5468,97.7455,53.5786,97.7455,0.0631,0.0,0
C023,16,3,G005,0.136771,0.059829,57.7739,123.1447,57.7374,123.1447,0.2445,0.0,0
C023,16,4,C020,0.134548,0.060649,83.2882,20.0512,83.2832,20.0512,0.4011,0.0,0
C023,16,5,C018,0.127992,0.063146,86.0789,47.6665,86.0376,47.6665,0.4193,0.0,0
C023,16,6,C017,0.125535,0.064115,103.2431,126.0274,103.4334,126.0274,0.4273,0.0,0
C023,20,1,C022,0.309557,0.019715,56.7662,126.4944,56.8195,126.4944,0.154,0.0,1
C023,20,2,G020,0.166408,0.05075,53.5468,97.7455,53.5786,97.7455,0.0631,0.0,0
C023,20,3,G005,0.136225,0.060757,57.7739,123.1447,57.7374,123.1447,0.2445,0.0,0
C023,20,4,C020,0.134253,0.061486,83.2882,20.0512,83.2832,20.0512,0.4011,0.0,0
C023,20,5,C017,0.126851,0.064322,103.2431,126.0274,103.4334,126.0274,0.4273,0.0,0
C023,20,6,C018,0.126706,0.064379,86.0789,47.6665,86.0376,47.6665,0.4193,0.0,0
C024,12,1,C027,0.222743,0.040255,10.4633,19.0121,10.5763,19.0121,0.2507,0.0,1
C024,12,2,C011,0.198843,0.04593,9.9585,19.0121,10.1489,19.0121,0.2504,0.0,0
C024,12,3,C004,0.164216,0.055497,1.8606,0.0,2.0152,0.0,0.3677,0.0,0
C024,12,4,C008,0.150634,0.059814,2.4216,0.0,2.5465,0.0,0.4079,0.0,0
C024,12,5,C014,0.133262,0.065941,1.3903,0.0,1.6654,0.0,0.326,0.0,0
C024,12,6,G014,0.130303,0.067063,28.0951,50.4975,27.9821,50.4975,0.2862,0.0,0
C024,16,1,C027,0.224964,0.028841,10.4633,19.0121,10.5763,19.0121,0.2507,0.0,1
C024,16,2,C011,0.203143,0.033943,9.9585,19.0121,10.1489,19.0121,0.2504,0.0,0
C024,16,3,C004,0.168021,0.043434,1.8606,0.0,2.0152,0.0,0.3677,0.0,0
C024,16,4,C008,0.156957,0.04684,2.4216,0.0,2.5465,0.0,0.4079,0.0,0
C024,16,5,G014,0.126097,0.057786,28.0951,50.4975,27.9821,50.4975,0.2862,0.0,0
C024,16,6,C025,0.120818,0.059924,28.9797,50.4975,29.0632,50.4975,0.2475,0.0,0
C024,20,1,C027,0.222562,0.019846,10.4633,19.0121,10.5763,19.0121,0.2507,0.0,1
C024,20,2,C011,0.206856,0.023505,9.9585,19.0121,10.1489,19.0121,0.2504,0.0,0
C024,20,3,C004,0.179444,0.030613,1.8606,0.0,2.0152,0.0,0.3677,0.0,0
C024,20,4,C008,0.169461,0.033475,2.4216,0.0,2.5465,0.0,0.4079,0.0,0
C024,20,5,G014,0.114278,0.053175,28.0951,50.4975,27.9821,50.4975,0.2862,0.0,0
C024,20,6,C025,0.107399,0.056279,28.9797,50.4975,29.0632,50.4975,0.2475,0.0,0
C025,12,1,G018,0.185653,0.00618,8.0931,9.9518,8.2518,9.9518,0.3356,0.0,1
C025,12,2,C009,0.181157,0.007405,0.1253,0.0,0.3265,0.0,0.2481,0.0,0
C025,12,3,G014,0.178164,0.008238,1.153,0.0,1.3037,0.0,0.2862,0.0,0
C025,12,4,C010,0.176512,0.008704,7.7832,9.9518,7.906,9.9518,0.2908,0.0,0
C025,12,5,C026,0.175025,0.009127,8.3454,9.9518,8.423,9.9518,0.2674,0.0,0
C025,12,6,C014,0.10349,0.0354,27.7705,50.4975,27.5577,50.4975,0.326,0.0,0
C025,16,1,G018,0.184972,0.002632,8.0931,9.9518,8.2518,9.9518,0.3356,0.0,1
C025,16,2,C009,0.183408,0.003057,0.1253,0.0,0.3265,0.0,0.2481,0.0,0
C025,16,3,G014,0.180868,0.003754,1.153,0.0,1.3037,0.0,0.2862,0.0,0
C025,16,4,C010,0.175006,0.005401,7.7832,9.9518,7.906,9.9518,0.2908,0.0,0
C025,16,5,C026,0.172589,0.006097,8.3454,9.9518,8.423,9.9518,0.2674,0.0,0
C025,16,6,C014,0.103157,0.03183,27.7705,50.4975,27.5577,50.4975,0.326,0.0,0
C025,20,1,C009,0.189529,0.000676,0.1253,0.0,0.3265,0.0,0.2481,0.0,1
C025,20,2,G014,0.186565,0.001464,1.153,0.0,1.3037,0.0,0.2862,0.0,0
C025,20,3,G018,0.182848,0.00247,8.0931,9.9518,8.2518,9.9518,0.3356,0.0,0
C025,20,4,C010,0.172063,0.00551,7.7832,9.9518,7.906,9.9518,0.2908,0.0,0
C025,20,5,C026,0.167471,0.006862,8.3454,9.9518,8.423,9.9518,0.2674,0.0,0
C025,20,6,C014,0.101523,0.031888,27.7705,50.4975,27.5577,50.4975,0.326,0.0,0
C026,12,1,C010,0.204525,0.007461,0.5945,0.0,0.7743,0.0,0.2908,0.0,1
C026,12,2,G018,0.201322,0.008251,0.753,0.0,0.8264,0.0,0.3356,0.0,0
C026,12,3,C025,0.177098,0.014661,8.3454,9.9518,8.3272,9.9518,0.2475,0.0,0
C026,12,4,C009,0.163256,0.01873,8.4467,9.9518,8.4059,9.9518,0.2481,0.0,0
C026,12,5,G014,0.15364,0.021765,9.4585,9.9518,9.5606,9.9518,0.2862,0.0,0
C026,12,6,G019,0.100159,0.043158,20.1569,40.6074,20.0911,40.6074,0.1879,0.0,0
C026,16,1,C010,0.202615,0.003536,0.5945,0.0,0.7743,0.0,0.2908,0.0,1
C026,16,2,G018,0.200127,0.004154,0.753,0.0,0.8264,0.0,0.3356,0.0,0
C026,16,3,C025,0.177849,0.010055,8.3454,9.9518,8.3272,9.9518,0.2475,0.0,0
C026,16,4,C009,0.166147,0.013458,8.4467,9.9518,8.4059,9.9518,0.2481,0.0,0
C026,16,5,G014,0.157065,0.016268,9.4585,9.9518,9.5606,9.9518,0.2862,0.0,0
C026,16,6,G019,0.096197,0.040781,20.1569,40.6074,20.0911,40.6074,0.1879,0.0,0
C026,20,1,C010,0.201702,0.001275,0.5945,0.0,0.7743,0.0,0.2908,0.0,1
C026,20,2,G018,0.19902,0.001945,0.753,0.0,0.8264,0.0,0.3356,0.0,0
C026,20,3,C025,0.180378,0.006862,8.3454,9.9518,8.3272,9.9518,0.2475,0.0,0
C026,20,4,C009,0.171396,0.009416,8.4467,9.9518,8.4059,9.9518,0.2481,0.0,0
C026,20,5,G014,0.16124,0.01247,9.4585,9.9518,9.5606,9.9518,0.2862,0.0,0
C026,20,6,G019,0.086264,0.043744,20.1569,40.6074,20.0911,40.6074,0.1879,0.0,0
C027,12,1,C011,0.215963,0.009417,0.5713,0.0,0.6528,0.0,0.2504,0.0,1
C027,12,2,C024,0.180512,0.018382,10.4633,19.0121,10.5247,19.0121,0.3372,0.0,0
C027,12,3,C004,0.167128,0.022234,12.249,19.0121,12.3737,19.0121,0.3677,0.0,0
C027,12,4,C008,0.15563,0.025798,12.7854,19.0121,12.8863,19.0121,0.4079,0.0,0
C027,12,5,G014,0.144939,0.029356,18.5586,31.4996,18.4989,31.4996,0.2862,0.0,0
C027,12,6,C009,0.135828,0.032603,19.4086,31.4996,19.5002,31.4996,0.2481,0.0,0
C027,16,1,C011,0.220983,0.004342,0.5713,0.0,0.6528,0.0,0.2504,0.0,1
C027,16,2,C004,0.17445,0.016164,12.249,19.0121,12.3737,19.0121,0.3677,0.0,0
C027,16,3,C024,0.169105,0.017721,10.4633,19.0121,10.5247,19.0121,0.3372,0.0,0
C027,16,4,C008,0.163443,0.019423,12.7854,19.0121,12.8863,19.0121,0.4079,0.0,0
C027,16,5,G014,0.140627,0.026941,18.5586,31.4996,18.4989,31.4996,0.2862,0.0,0
C027,16,6,C009,0.131392,0.030337,19.4086,31.4996,19.5002,31.4996,0.2481,0.0,0
C027,20,1,C011,0.227786,0.00076,0.5713,0.0,0.6528,0.0,0.2504,0.0,1
C027,20,2,C004,0.188958,0.010104,12.249,19.0121,12.3737,19.0121,0.3677,0.0,0
C027,20,3,C008,0.180598,0.012367,12.7854,19.0121,12.8863,19.0121,0.4079,0.0,0
C027,20,4,C024,0.155506,0.019846,10.4633,19.0121,10.5247,19.0121,0.3372,0.0,0
C027,20,5,G014,0.127985,0.029585,18.5586,31.4996,18.4989,31.4996,0.2862,0.0,0
C027,20,6,C009,0.119167,0.033154,19.4086,31.4996,19.5002,31.4996,0.2481,0.0,0
C028,12,1,G017,0.387179,0.039604,11.9996,16.5511,12.143,16.5511,0.4385,0.0,1
C028,12,2,G013,0.176077,0.079002,40.8529,59.6724,41.0283,59.6724,0.22,0.0,0
C028,12,3,G016,0.130337,0.094042,83.7059,126.4944,83.8365,126.4944,0.2339,0.0,0
C028,12,4,C011,0.105335,0.104691,111.2926,117.0959,111.2294,117.0959,0.2504,0.0,0
C028,12,5,C004,0.101486,0.106552,105.875,105.2577,105.9824,105.2577,0.3677,0.0,0
C028,12,6,G012,0.099586,0.107497,39.5075,58.3386,39.3992,58.3386,0.2604,0.0,0
C028,16,1,G017,0.382041,0.038392,11.9996,16.5511,12.143,16.5511,0.4385,0.0,1
C028,16,2,G013,0.171852,0.078336,40.8529,59.6724,41.0283,59.6724,0.22,0.0,0
C028,16,3,G016,0.1312,0.091832,83.7059,126.4944,83.8365,126.4944,0.2339,0.0,0
C028,16,4,C011,0.108078,0.101526,111.2926,117.0959,111.2294,117.0959,0.2504,0.0,0
C028,16,5,C004,0.106339,0.102337,105.875,105.2577,105.9824,105.2577,0.3677,0.0,0
C028,16,6,C027,0.10049,0.105165,111.2226,117.0959,111.2289,117.0959,0.2507,0.0,0
C028,20,1,G017,0.384681,0.038793,11.9996,16.5511,12.143,16.5511,0.4385,0.0,1
C028,20,2,G013,0.177569,0.077446,40.8529,59.6724,41.0283,59.6724,0.22,0.0,0
C028,20,3,G016,0.133398,0.091747,83.7059,126.4944,83.8365,126.4944,0.2339,0.0,0
C028,20,4,C004,0.10418,0.104108,105.875,105.2577,105.9824,105.2577,0.3677,0.0,0
C028,20,5,C011,0.102672,0.104837,111.2926,117.0959,111.2294,117.0959,0.2504,0.0,0
C028,20,6,C008,0.0975,0.107421,105.8696,105.2577,105.8992,105.2577,0.4079,0.0,0
G001,12,1,G008,0.284597,0.174496,44.2409,56.718,44.1823,56.718,0.307,0.0,1
G001,12,2,G011,0.191681,0.194258,69.3732,3.1779,69.3253,3.1779,0.1602,0.0,0
G001,12,3,C017,0.150277,0.206425,101.0799,102.2446,101.2651,102.2446,0.4273,0.0,0
G001,12,4,G015,0.129462,0.21388,86.9267,84.969,86.8799,84.969,0.432,0.0,0
G001,12,5,C020,0.125154,0.215572,94.3823,84.969,94.4177,84.969,0.4011,0.0,0
G001,12,6,C015,0.118829,0.218165,88.0444,84.969,88.0155,84.969,0.3547,0.0,0
G001,16,1,G008,0.305361,0.164858,44.2409,56.718,44.1823,56.718,0.307,0.0,1
G001,16,2,G011,0.195196,0.187232,69.3732,3.1779,69.3253,3.1779,0.1602,0.0,0
G001,16,3,C017,0.143203,0.202719,101.0799,102.2446,101.2651,102.2446,0.4273,0.0,0
G001,16,4,C015,0.120196,0.211476,88.0444,84.969,88.0155,84.969,0.3547,0.0,0
G001,16,5,G005,0.119452,0.211787,54.7664,55.7297,54.7255,55.7297,0.2445,0.0,0
G001,16,6,C020,0.116591,0.212999,94.3823,84.969,94.4177,84.969,0.4011,0.0,0
G001,20,1,G008,0.277825,0.176997,44.2409,56.718,44.1823,56.718,0.307,0.0,1
G001,20,2,G011,0.201591,0.193035,69.3732,3.1779,69.3253,3.1779,0.1602,0.0,0
G001,20,3,C017,0.155526,0.206006,101.0799,102.2446,101.2651,102.2446,0.4273,0.0,0
G001,20,4,C020,0.128124,0.215697,94.3823,84.969,94.4177,84.969,0.4011,0.0,0
G001,20,5,C005,0.121671,0.218281,88.6349,84.969,88.6382,84.969,0.6181,0.0,0
G001,20,6,G005,0.115263,0.220986,54.7664,55.7297,54.7255,55.7297,0.2445,0.0,0
G002,12,1,C006,0.51977,0.051458,73.1689,92.475,73.2676,92.475,0.2685,0.0,1
G002,12,2,C001,0.183799,0.103435,65.0323,78.9857,65.0538,78.9857,0.2695,0.0,0
G002,12,3,G019,0.13663,0.118264,118.5706,117.0959,118.5322,117.0959,0.1879,0.0,0
G002,12,4,C014,0.056569,0.162354,114.5976,105.2577,114.5337,105.2577,0.326,0.0,0
G002,12,5,G020,0.05518,0.163598,69.8758,92.475,69.8745,92.475,0.0631,0.0,0
G002,12,6,G008,0.048051,0.170514,66.3982,78.9857,66.4249,78.9857,0.307,0.0,0
G002,16,1,C006,0.496409,0.051236,73.1689,92.475,73.2676,92.475,0.2685,0.0,1
G002,16,2,C001,0.1994,0.09684,65.0323,78.9857,65.0538,78.9857,0.2695,0.0,0
G002,16,3,G019,0.13362,0.116856,118.5706,117.0959,118.5322,117.0959,0.1879,0.0,0
G002,16,4,C014,0.061252,0.155857,114.5976,105.2577,114.5337,105.2577,0.326,0.0,0
G002,16,5,G020,0.056411,0.159973,69.8758,92.475,69.8745,92.475,0.0631,0.0,0
G002,16,6,G008,0.052907,0.163179,66.3982,78.9857,66.4249,78.9857,0.307,0.0,0
G002,20,1,C006,0.485859,0.049413,73.1689,92.475,73.2676,92.475,0.2685,0.0,1
G002,20,2,C001,0.195416,0.094952,65.0323,78.9857,65.0538,78.9857,0.2695,0.0,0
G002,20,3,G019,0.140232,0.111544,118.5706,117.0959,118.5322,117.0959,0.1879,0.0,0
G002,20,4,G020,0.06538,0.149698,69.8758,92.475,69.8745,92.475,0.0631,0.0,0
G002,20,5,C014,0.063825,0.150902,114.5976,105.2577,114.5337,105.2577,0.326,0.0,0
G002,20,6,G008,0.049288,0.163825,66.3982,78.9857,66.4249,78.9857,0.307,0.0,0
G003,12,1,G007,0.454354,0.036795,56.2685,130.3039,56.3187,130.3039,0.5321,0.0,1
G003,12,2,G009,0.211159,0.075108,6.3146,1.1024,6.4232,1.1024,0.4432,0.0,0
G003,12,3,C012,0.115642,0.105214,8.7065,0.0,8.9808,0.0,0.3779,0.0,0
G003,12,4,C013,0.107575,0.108829,52.3075,130.3039,52.4001,130.3039,0.4728,0.0,0
G003,12,5,G015,0.06997,0.130336,60.3037,120.1833,60.1909,120.1833,0.432,0.0,0
